Record_ID,Year,Month,Quarter,Model,Variant,Category,List_Price,Promo_Discount_Percent,Promo_Price,Available_Stock,Avg_Daily_Sales,Days_of_Supply,Stock_Status,Import_Cost,Profit_Margin
559,2023,5,Q2,RAV4,XLE,SUV,117274,3,113755,50,1,50,Full,64500,52773
560,2023,5,Q2,RAV4,Adventure,SUV,125961,10,113364,70,3,23,Balanced,69278,56682
561,2023,5,Q2,RAV4,Hybrid,SUV,134648,0,134648,70,2,35,Balanced,74056,60591
562,2023,5,Q2,Hilux,GL,Pickup,87904,7,81750,68,2,34,Balanced,48347,39556
563,2023,5,Q2,Hilux,SR5,Pickup,94936,3,92087,26,1,26,Balanced,52214,42721
564,2023,5,Q2,Hilux,TRD,Pickup,101968,10,91771,59,1,59,Full,56082,45885
565,2023,5,Q2,Fortuner,GX,SUV,139612,3,135423,58,1,58,Full,76786,62825
566,2023,5,Q2,Fortuner,VX,SUV,150781,7,140226,30,1,30,Balanced,82929,67851
567,2023,5,Q2,Fortuner,TRD Sportivo,SUV,161950,3,157091,29,1,29,Balanced,89072,72877
568,2023,5,Q2,Yaris,Y,Hatchback,59981,0,59981,56,1,56,Full,32989,26991
569,2023,5,Q2,Yaris,Y+,Hatchback,64780,5,61541,35,1,35,Balanced,35629,29151
570,2023,5,Q2,Yaris,GL,Hatchback,69578,7,64707,33,1,33,Balanced,38267,31310
571,2023,5,Q2,Avalon,XLE,Sedan,149954,5,142456,64,2,32,Balanced,82474,67479
572,2023,5,Q2,Avalon,Limited,Sedan,161950,10,145755,12,1,12,Low,89072,72877
573,2023,5,Q2,Avalon,Touring,Sedan,173946,7,161769,42,2,21,Balanced,95670,78275
574,2023,5,Q2,C-HR,LE,SUV,95143,7,88482,54,3,18,Balanced,52328,42814
575,2023,5,Q2,C-HR,XLE,SUV,102754,0,102754,25,1,25,Balanced,56514,46239
576,2023,5,Q2,Supra,2.0,Sports,289566,0,289566,40,2,20,Balanced,159261,130304
577,2023,5,Q2,Supra,3.0,Sports,312732,3,303350,67,1,67,Full,172002,140729
578,2023,5,Q2,Supra,A91 Edition,Sports,335897,0,335897,59,1,59,Full,184743,151153
579,2023,6,Q2,Camry,LE,Sedan,105569,5,100290,60,2,30,Balanced,58062,47506
580,2023,6,Q2,Camry,SE,Sedan,114015,0,114015,41,1,41,Balanced,62708,51306
581,2023,6,Q2,Camry,XLE,Sedan,122461,3,118787,57,1,57,Full,67353,55107
582,2023,6,Q2,Camry,Hybrid LE,Sedan,130906,0,130906,51,2,25,Balanced,71998,58907
583,2023,6,Q2,Camry,Hybrid XLE,Sedan,139352,0,139352,85,3,28,Balanced,76643,62708
584,2023,6,Q2,Corolla,XLI,Sedan,80730,5,76693,53,1,53,Full,44401,36328
585,2023,6,Q2,Corolla,GLI,Sedan,87188,0,87188,25,1,25,Balanced,47953,39234
586,2023,6,Q2,Corolla,SE,Sedan,93646,5,88963,30,1,30,Balanced,51505,42140
587,2023,6,Q2,Corolla,Hybrid,Sedan,100105,0,100105,27,1,27,Balanced,55057,45047
588,2023,6,Q2,Land Cruiser,GX,SUV,238049,10,214244,57,1,57,Full,130926,107122
589,2023,6,Q2,Land Cruiser,VX,SUV,257093,0,257093,74,1,74,Full,141401,115691
590,2023,6,Q2,Land Cruiser,VXR,SUV,276138,0,276138,47,1,47,Full,151875,124262
591,2023,6,Q2,Land Cruiser,GR Sport,SUV,295182,0,295182,39,1,39,Balanced,162350,132831
592,2023,6,Q2,RAV4,LE,SUV,108674,3,105413,21,1,21,Balanced,59770,48903
593,2023,6,Q2,RAV4,XLE,SUV,117368,5,111499,31,1,31,Balanced,64552,52815
594,2023,6,Q2,RAV4,Adventure,SUV,126062,0,126062,40,2,20,Balanced,69334,56727
595,2023,6,Q2,RAV4,Hybrid,SUV,134757,3,130714,68,2,34,Balanced,74116,60640
596,2023,6,Q2,Hilux,GL,Pickup,87975,15,74778,28,1,28,Balanced,48386,39588
597,2023,6,Q2,Hilux,SR5,Pickup,95012,0,95012,74,2,37,Balanced,52256,42755
598,2023,6,Q2,Hilux,TRD,Pickup,102050,7,94906,8,1,8,Low,56127,45922
599,2023,6,Q2,Fortuner,GX,SUV,139725,10,125752,48,1,48,Full,76848,62876
600,2023,6,Q2,Fortuner,VX,SUV,150903,5,143357,70,3,23,Balanced,82996,67906
601,2023,6,Q2,Fortuner,TRD Sportivo,SUV,162081,0,162081,40,1,40,Balanced,89144,72936
602,2023,6,Q2,Yaris,Y,Hatchback,60029,0,60029,55,1,55,Full,33015,27013
603,2023,6,Q2,Yaris,Y+,Hatchback,64832,0,64832,37,1,37,Balanced,35657,29174
604,2023,6,Q2,Yaris,GL,Hatchback,69634,0,69634,55,1,55,Full,38298,31335
605,2023,6,Q2,Avalon,XLE,Sedan,150075,0,150075,61,1,61,Full,82541,67533
606,2023,6,Q2,Avalon,Limited,Sedan,162081,3,157218,43,2,21,Balanced,89144,72936
607,2023,6,Q2,Avalon,Touring,Sedan,174087,10,156678,52,1,52,Full,95747,78339
608,2023,6,Q2,C-HR,LE,SUV,95219,0,95219,61,1,61,Full,52370,42848
609,2023,6,Q2,C-HR,XLE,SUV,102837,3,99751,57,2,28,Balanced,56560,46276
610,2023,6,Q2,Supra,2.0,Sports,289800,0,289800,59,1,59,Full,159390,130410
611,2023,6,Q2,Supra,3.0,Sports,312984,0,312984,68,1,68,Full,172141,140842
612,2023,6,Q2,Supra,A91 Edition,Sports,336168,0,336168,65,1,65,Full,184892,151275
613,2023,7,Q3,Camry,LE,Sedan,105655,0,105655,20,1,20,Balanced,58110,47544
614,2023,7,Q3,Camry,SE,Sedan,114107,0,114107,50,1,50,Full,62758,51348
615,2023,7,Q3,Camry,XLE,Sedan,122559,10,110303,40,1,40,Balanced,67407,55151
616,2023,7,Q3,Camry,Hybrid LE,Sedan,131012,15,111360,5,1,5,Low,72056,58955
617,2023,7,Q3,Camry,Hybrid XLE,Sedan,139464,0,139464,69,1,69,Full,76705,62758
618,2023,7,Q3,Corolla,XLI,Sedan,80795,7,75139,39,1,39,Balanced,44437,36357
619,2023,7,Q3,Corolla,GLI,Sedan,87258,0,87258,32,1,32,Balanced,47991,39266
620,2023,7,Q3,Corolla,SE,Sedan,93722,15,79663,96,6,16,Balanced,51547,42174
621,2023,7,Q3,Corolla,Hybrid,Sedan,100185,10,90166,79,3,26,Balanced,55101,45083
622,2023,7,Q3,Land Cruiser,GX,SUV,238241,0,238241,51,2,25,Balanced,131032,107208
623,2023,7,Q3,Land Cruiser,VX,SUV,257301,0,257301,68,1,68,Full,141515,115785
624,2023,7,Q3,Land Cruiser,VXR,SUV,276360,0,276360,96,5,19,Balanced,151998,124362
625,2023,7,Q3,Land Cruiser,GR Sport,SUV,295419,3,286556,35,1,35,Balanced,162480,132938
626,2023,7,Q3,RAV4,LE,SUV,108762,0,108762,74,2,37,Balanced,59819,48942
627,2023,7,Q3,RAV4,XLE,SUV,117463,5,111589,57,2,28,Balanced,64604,52858
628,2023,7,Q3,RAV4,Adventure,SUV,126164,0,126164,18,1,18,Balanced,69390,56773
629,2023,7,Q3,RAV4,Hybrid,SUV,134865,3,130819,32,1,32,Balanced,74175,60689
630,2023,7,Q3,Hilux,GL,Pickup,88045,0,88045,96,2,48,Full,48424,39620
631,2023,7,Q3,Hilux,SR5,Pickup,95089,5,90334,7,1,7,Low,52298,42790
632,2023,7,Q3,Hilux,TRD,Pickup,102133,0,102133,31,1,31,Balanced,56173,45959
633,2023,7,Q3,Fortuner,GX,SUV,139837,0,139837,53,2,26,Balanced,76910,62926
634,2023,7,Q3,Fortuner,VX,SUV,151024,0,151024,82,4,20,Balanced,83063,67960
635,2023,7,Q3,Fortuner,TRD Sportivo,SUV,162211,7,150856,66,2,33,Balanced,89216,72994
636,2023,7,Q3,Yaris,Y,Hatchback,60078,5,57074,61,3,20,Balanced,33042,27035
637,2023,7,Q3,Yaris,Y+,Hatchback,64884,15,55151,53,2,26,Balanced,35686,29197
638,2023,7,Q3,Yaris,GL,Hatchback,69690,15,59236,36,1,36,Balanced,38329,31360
639,2023,7,Q3,Avalon,XLE,Sedan,150195,3,145689,77,2,38,Balanced,82607,67587
640,2023,7,Q3,Avalon,Limited,Sedan,162211,0,162211,88,4,22,Balanced,89216,72994
641,2023,7,Q3,Avalon,Touring,Sedan,174227,0,174227,68,2,34,Balanced,95824,78402
642,2023,7,Q3,C-HR,LE,SUV,95296,0,95296,54,1,54,Full,52412,42883
643,2023,7,Q3,C-HR,XLE,SUV,102920,5,97774,54,3,18,Balanced,56606,46314
644,2023,7,Q3,Supra,2.0,Sports,290033,7,269730,49,1,49,Full,159518,130514
645,2023,7,Q3,Supra,3.0,Sports,313236,7,291309,67,2,33,Balanced,172279,140956
646,2023,7,Q3,Supra,A91 Edition,Sports,336438,7,312887,58,2,29,Balanced,185040,151397
647,2023,8,Q3,Camry,LE,Sedan,105740,0,105740,35,1,35,Balanced,58157,47583
648,2023,8,Q3,Camry,SE,Sedan,114199,10,102779,71,3,23,Balanced,62809,51389
649,2023,8,Q3,Camry,XLE,Sedan,122658,5,116525,56,3,18,Balanced,67461,55196
650,2023,8,Q3,Camry,Hybrid LE,Sedan,131117,10,118005,28,1,28,Balanced,72114,59002
651,2023,8,Q3,Camry,Hybrid XLE,Sedan,139576,15,118639,47,1,47,Full,76766,62809
652,2023,8,Q3,Corolla,XLI,Sedan,80860,5,76817,42,1,42,Balanced,44473,36387
653,2023,8,Q3,Corolla,GLI,Sedan,87328,7,81215,61,1,61,Full,48030,39297
654,2023,8,Q3,Corolla,SE,Sedan,93797,0,93797,75,1,75,Full,51588,42208
655,2023,8,Q3,Corolla,Hybrid,Sedan,100266,10,90239,55,1,55,Full,55146,45119
656,2023,8,Q3,Land Cruiser,GX,SUV,238433,3,231280,58,3,19,Balanced,131138,107294
657,2023,8,Q3,Land Cruiser,VX,SUV,257508,5,244632,66,3,22,Balanced,141629,115878
658,2023,8,Q3,Land Cruiser,VXR,SUV,276582,0,276582,5,1,5,Low,152120,124461
659,2023,8,Q3,Land Cruiser,GR Sport,SUV,295657,15,251308,56,3,18,Balanced,162611,133045
660,2023,8,Q3,RAV4,LE,SUV,108850,0,108850,64,3,21,Balanced,59867,48982
661,2023,8,Q3,RAV4,XLE,SUV,117558,0,117558,33,1,33,Balanced,64656,52901
662,2023,8,Q3,RAV4,Adventure,SUV,126266,3,122478,67,3,22,Balanced,69446,56819
663,2023,8,Q3,RAV4,Hybrid,SUV,134974,5,128225,56,1,56,Full,74235,60738
664,2023,8,Q3,Hilux,GL,Pickup,88116,15,74898,91,2,45,Full,48463,39652
665,2023,8,Q3,Hilux,SR5,Pickup,95166,3,92311,52,2,26,Balanced,52341,42824
666,2023,8,Q3,Hilux,TRD,Pickup,102215,3,99148,55,2,27,Balanced,56218,45996
667,2023,8,Q3,Fortuner,GX,SUV,139950,0,139950,90,3,30,Balanced,76972,62977
668,2023,8,Q3,Fortuner,VX,SUV,151146,0,151146,41,2,20,Balanced,83130,68015
669,2023,8,Q3,Fortuner,TRD Sportivo,SUV,162342,5,154224,50,1,50,Full,89288,73053
670,2023,8,Q3,Yaris,Y,Hatchback,60126,5,57119,37,1,37,Balanced,33069,27056
671,2023,8,Q3,Yaris,Y+,Hatchback,64936,10,58442,34,1,34,Balanced,35714,29221
672,2023,8,Q3,Yaris,GL,Hatchback,69746,3,67653,47,1,47,Full,38360,31385
673,2023,8,Q3,Avalon,XLE,Sedan,150316,15,127768,18,1,18,Balanced,82673,67642
674,2023,8,Q3,Avalon,Limited,Sedan,162342,0,162342,60,1,60,Full,89288,73053
675,2023,8,Q3,Avalon,Touring,Sedan,174367,7,162161,69,4,17,Balanced,95901,78465
676,2023,8,Q3,C-HR,LE,SUV,95373,0,95373,39,1,39,Balanced,52455,42917
677,2023,8,Q3,C-HR,XLE,SUV,103003,5,97852,25,1,25,Balanced,56651,46351
678,2023,8,Q3,Supra,2.0,Sports,290266,15,246726,62,1,62,Full,159646,130619
679,2023,8,Q3,Supra,3.0,Sports,313488,7,291543,75,2,37,Balanced,172418,141069
680,2023,8,Q3,Supra,A91 Edition,Sports,336709,5,319873,42,1,42,Balanced,185189,151519
681,2023,9,Q3,Camry,LE,Sedan,105825,3,102650,14,1,14,Low,58203,47621
682,2023,9,Q3,Camry,SE,Sedan,114291,0,114291,67,1,67,Full,62860,51430
683,2023,9,Q3,Camry,XLE,Sedan,122757,7,114164,57,1,57,Full,67516,55240
684,2023,9,Q3,Camry,Hybrid LE,Sedan,131223,0,131223,44,1,44,Balanced,72172,59050
685,2023,9,Q3,Camry,Hybrid XLE,Sedan,139689,3,135498,97,2,48,Full,76828,62860
686,2023,9,Q3,Corolla,XLI,Sedan,80925,3,78497,63,2,31,Balanced,44508,36416
687,2023,9,Q3,Corolla,GLI,Sedan,87399,5,83029,52,1,52,Full,48069,39329
688,2023,9,Q3,Corolla,SE,Sedan,93873,5,89179,47,2,23,Balanced,51630,42242
689,2023,9,Q3,Corolla,Hybrid,Sedan,100347,15,85294,44,1,44,Balanced,55190,45156
690,2023,9,Q3,Land Cruiser,GX,SUV,238625,0,238625,25,1,25,Balanced,131243,107381
691,2023,9,Q3,Land Cruiser,VX,SUV,257715,5,244829,60,1,60,Full,141743,115971
692,2023,9,Q3,Land Cruiser,VXR,SUV,276805,0,276805,56,3,18,Balanced,152242,124562
693,2023,9,Q3,Land Cruiser,GR Sport,SUV,295895,0,295895,73,2,36,Balanced,162742,133152
694,2023,9,Q3,RAV4,LE,SUV,108937,5,103490,45,1,45,Full,59915,49021
695,2023,9,Q3,RAV4,XLE,SUV,117652,3,114122,76,3,25,Balanced,64708,52943
696,2023,9,Q3,RAV4,Adventure,SUV,126367,7,117521,47,1,47,Full,69501,56865
697,2023,9,Q3,RAV4,Hybrid,SUV,135082,0,135082,51,1,51,Full,74295,60786
698,2023,9,Q3,Hilux,GL,Pickup,88187,5,83777,44,1,44,Balanced,48502,39684
699,2023,9,Q3,Hilux,SR5,Pickup,95242,15,80955,48,1,48,Full,52383,42858
700,2023,9,Q3,Hilux,TRD,Pickup,102297,5,97182,46,1,46,Full,56263,46033
701,2023,9,Q3,Fortuner,GX,SUV,140062,0,140062,12,1,12,Low,77034,63027
702,2023,9,Q3,Fortuner,VX,SUV,151267,15,128576,61,2,30,Balanced,83196,68070
703,2023,9,Q3,Fortuner,TRD Sportivo,SUV,162472,15,138101,46,1,46,Full,89359,73112
704,2023,9,Q3,Yaris,Y,Hatchback,60175,0,60175,32,1,32,Balanced,33096,27078
705,2023,9,Q3,Yaris,Y+,Hatchback,64989,5,61739,75,2,37,Balanced,35743,29245
706,2023,9,Q3,Yaris,GL,Hatchback,69803,5,66312,16,1,16,Balanced,38391,31411
707,2023,9,Q3,Avalon,XLE,Sedan,150437,7,139906,48,1,48,Full,82740,67696
708,2023,9,Q3,Avalon,Limited,Sedan,162472,0,162472,66,1,66,Full,89359,73112
709,2023,9,Q3,Avalon,Touring,Sedan,174507,15,148330,24,1,24,Balanced,95978,78528
710,2023,9,Q3,C-HR,LE,SUV,95450,5,90677,40,2,20,Balanced,52497,42952
711,2023,9,Q3,C-HR,XLE,SUV,103086,5,97931,31,1,31,Balanced,56697,46388
712,2023,9,Q3,Supra,2.0,Sports,290500,0,290500,59,2,29,Balanced,159775,130725
713,2023,9,Q3,Supra,3.0,Sports,313740,5,298053,7,1,7,Low,172557,141183
714,2023,9,Q3,Supra,A91 Edition,Sports,336980,0,336980,47,1,47,Full,185339,151641
715,2023,10,Q4,Camry,LE,Sedan,105910,0,105910,23,1,23,Balanced,58250,47659
716,2023,10,Q4,Camry,SE,Sedan,114382,0,114382,72,3,24,Balanced,62910,51471
717,2023,10,Q4,Camry,XLE,Sedan,122855,0,122855,76,4,19,Balanced,67570,55284
718,2023,10,Q4,Camry,Hybrid LE,Sedan,131328,0,131328,43,1,43,Balanced,72230,59097
719,2023,10,Q4,Camry,Hybrid XLE,Sedan,139801,0,139801,46,2,23,Balanced,76890,62910
720,2023,10,Q4,Corolla,XLI,Sedan,80990,0,80990,10,1,10,Low,44544,36445
721,2023,10,Q4,Corolla,GLI,Sedan,87469,0,87469,101,3,33,Balanced,48107,39361
722,2023,10,Q4,Corolla,SE,Sedan,93948,0,93948,71,3,23,Balanced,51671,42276
723,2023,10,Q4,Corolla,Hybrid,Sedan,100427,3,97414,40,1,40,Balanced,55234,45192
724,2023,10,Q4,Land Cruiser,GX,SUV,238816,10,214934,42,1,42,Balanced,131348,107467
725,2023,10,Q4,Land Cruiser,VX,SUV,257922,10,232129,43,1,43,Balanced,141857,116064
726,2023,10,Q4,Land Cruiser,VXR,SUV,277027,10,249324,50,1,50,Full,152364,124662
727,2023,10,Q4,Land Cruiser,GR Sport,SUV,296132,0,296132,32,1,32,Balanced,162872,133259
728,2023,10,Q4,RAV4,LE,SUV,109025,0,109025,31,1,31,Balanced,59963,49061
729,2023,10,Q4,RAV4,XLE,SUV,117747,15,100084,57,2,28,Balanced,64760,52986
730,2023,10,Q4,RAV4,Adventure,SUV,126469,15,107498,63,1,63,Full,69557,56911
731,2023,10,Q4,RAV4,Hybrid,SUV,135191,0,135191,57,1,57,Full,74355,60835
732,2023,10,Q4,Hilux,GL,Pickup,88258,15,75019,52,2,26,Balanced,48541,39716
733,2023,10,Q4,Hilux,SR5,Pickup,95319,5,90553,42,1,42,Balanced,52425,42893
734,2023,10,Q4,Hilux,TRD,Pickup,102379,3,99307,70,1,70,Full,56308,46070
735,2023,10,Q4,Fortuner,GX,SUV,140175,3,135969,50,1,50,Full,77096,63078
736,2023,10,Q4,Fortuner,VX,SUV,151389,0,151389,44,1,44,Balanced,83263,68125
737,2023,10,Q4,Fortuner,TRD Sportivo,SUV,162603,10,146342,31,1,31,Balanced,89431,73171
738,2023,10,Q4,Yaris,Y,Hatchback,60223,10,54200,62,2,31,Balanced,33122,27100
739,2023,10,Q4,Yaris,Y+,Hatchback,65041,3,63089,38,1,38,Balanced,35772,29268
740,2023,10,Q4,Yaris,GL,Hatchback,69859,7,64968,105,4,26,Balanced,38422,31436
741,2023,10,Q4,Avalon,XLE,Sedan,150558,7,140018,19,1,19,Balanced,82806,67751
742,2023,10,Q4,Avalon,Limited,Sedan,162603,5,154472,50,1,50,Full,89431,73171
743,2023,10,Q4,Avalon,Touring,Sedan,174647,3,169407,46,1,46,Full,96055,78591
744,2023,10,Q4,C-HR,LE,SUV,95526,3,92660,79,2,39,Balanced,52539,42986
745,2023,10,Q4,C-HR,XLE,SUV,103168,0,103168,39,1,39,Balanced,56742,46425
746,2023,10,Q4,Supra,2.0,Sports,290733,3,282011,55,1,55,Full,159903,130829
747,2023,10,Q4,Supra,3.0,Sports,313992,0,313992,52,2,26,Balanced,172695,141296
748,2023,10,Q4,Supra,A91 Edition,Sports,337250,0,337250,66,4,16,Balanced,185487,151762
749,2023,11,Q4,Camry,LE,Sedan,105994,3,102814,78,1,78,Full,58296,47697
750,2023,11,Q4,Camry,SE,Sedan,114474,7,106460,37,1,37,Balanced,62960,51513
751,2023,11,Q4,Camry,XLE,Sedan,122954,3,119265,70,2,35,Balanced,67624,55329
752,2023,11,Q4,Camry,Hybrid LE,Sedan,131433,0,131433,58,2,29,Balanced,72288,59144
753,2023,11,Q4,Camry,Hybrid XLE,Sedan,139913,3,135715,79,1,79,Full,76952,62960
754,2023,11,Q4,Corolla,XLI,Sedan,81054,10,72948,55,2,27,Balanced,44579,36474
755,2023,11,Q4,Corolla,GLI,Sedan,87539,0,87539,69,2,34,Balanced,48146,39392
756,2023,11,Q4,Corolla,SE,Sedan,94023,3,91202,36,1,36,Balanced,51712,42310
757,2023,11,Q4,Corolla,Hybrid,Sedan,100508,10,90457,53,1,53,Full,55279,45228
758,2023,11,Q4,Land Cruiser,GX,SUV,239008,15,203156,40,1,40,Balanced,131454,107553
759,2023,11,Q4,Land Cruiser,VX,SUV,258128,5,245221,45,1,45,Full,141970,116157
760,2023,11,Q4,Land Cruiser,VXR,SUV,277249,10,249524,68,1,68,Full,152486,124762
761,2023,11,Q4,Land Cruiser,GR Sport,SUV,296370,0,296370,83,2,41,Balanced,163003,133366
762,2023,11,Q4,RAV4,LE,SUV,109112,15,92745,55,1,55,Full,60011,49100
763,2023,11,Q4,RAV4,XLE,SUV,117841,5,111948,72,2,36,Balanced,64812,53028
764,2023,11,Q4,RAV4,Adventure,SUV,126570,3,122772,87,3,29,Balanced,69613,56956
765,2023,11,Q4,RAV4,Hybrid,SUV,135299,3,131240,54,1,54,Full,74414,60884
766,2023,11,Q4,Hilux,GL,Pickup,88329,0,88329,40,1,40,Balanced,48580,39748
767,2023,11,Q4,Hilux,SR5,Pickup,95395,3,92533,38,1,38,Balanced,52467,42927
768,2023,11,Q4,Hilux,TRD,Pickup,102461,0,102461,64,2,32,Balanced,56353,46107
769,2023,11,Q4,Fortuner,GX,SUV,140287,0,140287,50,1,50,Full,77157,63129
770,2023,11,Q4,Fortuner,VX,SUV,151510,0,151510,76,2,38,Balanced,83330,68179
771,2023,11,Q4,Fortuner,TRD Sportivo,SUV,162733,5,154596,64,3,21,Balanced,89503,73229
772,2023,11,Q4,Yaris,Y,Hatchback,60271,3,58462,35,1,35,Balanced,33149,27121
773,2023,11,Q4,Yaris,Y+,Hatchback,65093,10,58583,27,1,27,Balanced,35801,29291
774,2023,11,Q4,Yaris,GL,Hatchback,69915,3,67817,72,2,36,Balanced,38453,31461
775,2023,11,Q4,Avalon,XLE,Sedan,150679,0,150679,43,1,43,Balanced,82873,67805
776,2023,11,Q4,Avalon,Limited,Sedan,162733,0,162733,5,1,5,Low,89503,73229
777,2023,11,Q4,Avalon,Touring,Sedan,174787,0,174787,58,3,19,Balanced,96132,78654
778,2023,11,Q4,C-HR,LE,SUV,95603,3,92734,91,2,45,Full,52581,43021
779,2023,11,Q4,C-HR,XLE,SUV,103251,5,98088,76,1,76,Full,56788,46462
780,2023,11,Q4,Supra,2.0,Sports,290966,7,270598,36,1,36,Balanced,160031,130934
781,2023,11,Q4,Supra,3.0,Sports,314244,5,298531,63,1,63,Full,172834,141409
782,2023,11,Q4,Supra,A91 Edition,Sports,337521,0,337521,69,3,23,Balanced,185636,151884
783,2023,12,Q4,Camry,LE,Sedan,106080,0,106080,65,2,32,Balanced,58344,47736
784,2023,12,Q4,Camry,SE,Sedan,114566,15,97381,18,1,18,Balanced,63011,51554
785,2023,12,Q4,Camry,XLE,Sedan,123052,7,114438,52,1,52,Full,67678,55373
786,2023,12,Q4,Camry,Hybrid LE,Sedan,131539,3,127592,60,1,60,Full,72346,59192
787,2023,12,Q4,Camry,Hybrid XLE,Sedan,140025,0,140025,71,2,35,Balanced,77013,63011
788,2023,12,Q4,Corolla,XLI,Sedan,81120,3,78686,37,1,37,Balanced,44616,36504
789,2023,12,Q4,Corolla,GLI,Sedan,87609,0,87609,66,3,22,Balanced,48184,39424
790,2023,12,Q4,Corolla,SE,Sedan,94099,0,94099,55,1,55,Full,51754,42344
791,2023,12,Q4,Corolla,Hybrid,Sedan,100588,0,100588,46,1,46,Full,55323,45264
792,2023,12,Q4,Land Cruiser,GX,SUV,239200,0,239200,80,2,40,Balanced,131560,107640
793,2023,12,Q4,Land Cruiser,VX,SUV,258336,10,232502,44,1,44,Balanced,142084,116251
794,2023,12,Q4,Land Cruiser,VXR,SUV,277472,5,263598,49,1,49,Full,152609,124862
795,2023,12,Q4,Land Cruiser,GR Sport,SUV,296608,10,266947,48,1,48,Full,163134,133473
796,2023,12,Q4,RAV4,LE,SUV,109200,3,105924,68,3,22,Balanced,60060,49140
797,2023,12,Q4,RAV4,XLE,SUV,117936,5,112039,69,3,23,Balanced,64864,53071
798,2023,12,Q4,RAV4,Adventure,SUV,126672,0,126672,35,1,35,Balanced,69669,57002
799,2023,12,Q4,RAV4,Hybrid,SUV,135408,10,121867,49,1,49,Full,74474,60933
800,2023,12,Q4,Hilux,GL,Pickup,88400,5,83980,39,1,39,Balanced,48620,39780
801,2023,12,Q4,Hilux,SR5,Pickup,95472,0,95472,82,3,27,Balanced,52509,42962
802,2023,12,Q4,Hilux,TRD,Pickup,102544,10,92289,60,3,20,Balanced,56399,46144
803,2023,12,Q4,Fortuner,GX,SUV,140400,0,140400,59,3,19,Balanced,77220,63180
804,2023,12,Q4,Fortuner,VX,SUV,151632,0,151632,13,1,13,Low,83397,68234
805,2023,12,Q4,Fortuner,TRD Sportivo,SUV,162864,5,154720,24,1,24,Balanced,89575,73288
806,2023,12,Q4,Yaris,Y,Hatchback,60320,5,57304,42,1,42,Balanced,33176,27144
807,2023,12,Q4,Yaris,Y+,Hatchback,65145,5,61887,5,1,5,Low,35829,29315
808,2023,12,Q4,Yaris,GL,Hatchback,69971,5,66472,5,1,5,Low,38484,31486
809,2023,12,Q4,Avalon,XLE,Sedan,150800,0,150800,74,3,24,Balanced,82940,67860
810,2023,12,Q4,Avalon,Limited,Sedan,162864,0,162864,48,1,48,Full,89575,73288
811,2023,12,Q4,Avalon,Touring,Sedan,174928,0,174928,32,1,32,Balanced,96210,78717
812,2023,12,Q4,C-HR,LE,SUV,95680,5,90896,48,1,48,Full,52624,43056
813,2023,12,Q4,C-HR,XLE,SUV,103334,0,103334,84,2,42,Balanced,56833,46500
814,2023,12,Q4,Supra,2.0,Sports,291200,0,291200,54,1,54,Full,160160,131040
815,2023,12,Q4,Supra,3.0,Sports,314496,5,298771,74,2,37,Balanced,172972,141523
816,2023,12,Q4,Supra,A91 Edition,Sports,337792,7,314146,20,1,20,Balanced,185785,152006
817,2024,1,Q1,Camry,LE,Sedan,108205,15,91974,20,1,20,Balanced,59512,48692
818,2024,1,Q1,Camry,SE,Sedan,116861,0,116861,23,1,23,Balanced,64273,52587
819,2024,1,Q1,Camry,XLE,Sedan,125517,0,125517,84,2,42,Balanced,69034,56482
820,2024,1,Q1,Camry,Hybrid LE,Sedan,134174,10,120756,13,1,13,Low,73795,60378
821,2024,1,Q1,Camry,Hybrid XLE,Sedan,142830,5,135688,73,1,73,Full,78556,64273
822,2024,1,Q1,Corolla,XLI,Sedan,82745,10,74470,53,1,53,Full,45509,37235
823,2024,1,Q1,Corolla,GLI,Sedan,89364,0,89364,87,2,43,Balanced,49150,40213
824,2024,1,Q1,Corolla,SE,Sedan,95984,5,91184,24,1,24,Balanced,52791,43192
825,2024,1,Q1,Corolla,Hybrid,Sedan,102603,0,102603,24,1,24,Balanced,56431,46171
826,2024,1,Q1,Land Cruiser,GX,SUV,243991,3,236671,18,1,18,Balanced,134195,109795
827,2024,1,Q1,Land Cruiser,VX,SUV,263511,3,255605,18,1,18,Balanced,144931,118579
828,2024,1,Q1,Land Cruiser,VXR,SUV,283030,15,240575,5,1,5,Low,155666,127363
829,2024,1,Q1,Land Cruiser,GR Sport,SUV,302549,0,302549,5,1,5,Low,166401,136147
830,2024,1,Q1,RAV4,LE,SUV,111387,10,100248,97,2,48,Full,61262,50124
831,2024,1,Q1,RAV4,XLE,SUV,120298,0,120298,38,1,38,Balanced,66163,54134
832,2024,1,Q1,RAV4,Adventure,SUV,129209,0,129209,21,1,21,Balanced,71064,58144
833,2024,1,Q1,RAV4,Hybrid,SUV,138120,0,138120,55,1,55,Full,75966,62154
834,2024,1,Q1,Hilux,GL,Pickup,90170,7,83858,22,1,22,Balanced,49593,40576
835,2024,1,Q1,Hilux,SR5,Pickup,97384,5,92514,31,1,31,Balanced,53561,43822
836,2024,1,Q1,Hilux,TRD,Pickup,104598,10,94138,46,2,23,Balanced,57528,47069
837,2024,1,Q1,Fortuner,GX,SUV,143212,0,143212,49,1,49,Full,78766,64445
838,2024,1,Q1,Fortuner,VX,SUV,154669,0,154669,65,1,65,Full,85067,69601
839,2024,1,Q1,Fortuner,TRD Sportivo,SUV,166126,0,166126,77,1,77,Full,91369,74756
