Review_ID,Transaction_ID,Sale_Date,Year,Month,Branch_ID,City,Model,Variant,Overall_Rating,Car_Quality_Rating,Customer_Service_Rating,Price_Rating,Maintenance_Rating,Purchase_Experience_Rating,Reliability_Rating,Review_Text,Would_Recommend,Returned,Refund_Amount
7979,21297,11/4/2023,2023,11,25,Madinah,Camry,Hybrid XLE,5,4,5,5,5,5,5,Amazing quality,Yes,No,0
7980,41789,5/23/2025,2025,5,40,Arar,RAV4,XLE,5,4,5,3,5,5,3,Excellent car!,Yes,No,0
7981,38628,3/25/2025,2025,3,26,Madinah,Fortuner,VX,4,3,3,5,3,4,2,Satisfied,Yes,No,0
7982,42220,5/9/2025,2025,5,34,Hail,RAV4,Hybrid,5,4,4,4,4,5,5,Excellent car!,Yes,No,0
7983,21550,12/17/2023,2023,12,22,Makkah,Camry,SE,5,5,5,4,5,4,4,Great service,Yes,No,0
7984,48512,11/1/2025,2025,11,30,Abha,Land Cruiser,VX,5,4,4,5,4,4,5,Amazing quality,Yes,No,0
7985,37475,2/11/2025,2025,2,18,Dammam,RAV4,XLE,4,2,4,3,3,4,3,Good experience,Yes,No,0
7986,30910,8/13/2024,2024,8,32,Tabuk,Corolla,XLI,3,4,3,3,3,2,3,Average,Maybe,No,0
7987,21478,12/7/2023,2023,12,9,Jeddah,Camry,SE,4,5,3,4,4,3,3,Reliable car,Yes,No,0
7988,21111,11/22/2023,2023,11,22,Makkah,Fortuner,TRD Sportivo,4,5,4,5,4,3,4,Worth it,Yes,No,0
7989,29350,7/15/2024,2024,7,11,Jeddah,Land Cruiser,GX,3,1,2,2,3,3,2,Okay,Maybe,No,0
7990,35277,12/27/2024,2024,12,26,Madinah,Yaris,GL,5,5,4,5,3,4,5,Amazing quality,Yes,No,0
7991,49603,11/11/2025,2025,11,28,Khobar,Hilux,SR5,5,4,5,4,5,4,4,Great service,Yes,No,0
7992,26566,4/5/2024,2024,4,3,Riyadh,RAV4,Hybrid,5,5,5,4,4,5,4,Great service,Yes,No,0
7993,35068,12/6/2024,2024,12,1,Riyadh,Camry,XLE,5,5,4,4,4,5,5,Excellent car!,Yes,No,0
7994,18332,9/15/2023,2023,9,12,Jeddah,Fortuner,GX,3,2,3,4,3,2,4,Needs improvement,Maybe,No,0
7995,2732,3/21/2022,2022,3,10,Jeddah,RAV4,Hybrid,5,5,5,3,5,4,3,Great service,Yes,No,0
7996,27147,4/4/2024,2024,4,17,Dammam,Land Cruiser,GX,3,3,3,2,2,3,2,Fair experience,Maybe,Yes,240638
7997,6197,8/24/2022,2022,8,21,Makkah,RAV4,Hybrid,5,4,5,4,4,5,5,Great service,Yes,No,0
7998,10147,12/23/2022,2022,12,24,Madinah,Camry,XLE,5,4,4,4,4,5,5,Highly recommended,Yes,No,0
7999,9058,11/18/2022,2022,11,7,Riyadh,Camry,SE,5,4,4,5,4,3,2,Highly recommended,Yes,No,0
8000,39630,3/6/2025,2025,3,12,Jeddah,Hilux,SR5,5,5,5,5,5,5,5,Best purchase ever,Yes,No,0
8001,20869,11/10/2023,2023,11,12,Jeddah,Camry,Hybrid XLE,4,3,3,5,3,4,2,Reliable car,Yes,No,0
8002,46009,9/15/2025,2025,9,20,Makkah,Corolla,Hybrid,5,4,3,5,3,4,5,Amazing quality,Yes,No,0
8003,17543,8/24/2023,2023,8,10,Jeddah,Camry,Hybrid LE,4,5,4,3,2,3,3,Good experience,Yes,No,0
8004,24013,2/24/2024,2024,2,3,Riyadh,RAV4,Adventure,4,4,4,2,2,4,5,Satisfied,Yes,No,0
8005,47884,10/16/2025,2025,10,26,Madinah,Camry,SE,5,4,4,4,5,3,5,Amazing quality,Yes,No,0
8006,20357,10/8/2023,2023,10,24,Madinah,Corolla,GLI,3,2,2,3,4,3,2,Not the best,Maybe,No,0
8007,17538,8/23/2023,2023,8,22,Makkah,Corolla,Hybrid,5,5,5,4,5,4,4,Best purchase ever,Yes,No,0
8008,39016,3/3/2025,2025,3,16,Dammam,Hilux,TRD,5,4,5,5,5,3,5,Amazing quality,Yes,No,0
8009,1228,2/11/2022,2022,2,37,Jazan,Corolla,XLI,5,5,5,5,4,4,5,Best purchase ever,Yes,No,0
8010,12124,2/15/2023,2023,2,15,Dammam,Corolla,GLI,5,4,5,5,4,4,5,Great service,Yes,No,0
8011,48564,11/17/2025,2025,11,7,Riyadh,Land Cruiser,GX,5,4,5,5,4,5,4,Great service,Yes,No,0
8012,37555,2/20/2025,2025,2,38,Najran,Avalon,Limited,5,4,4,5,3,5,5,Amazing quality,Yes,No,0
8013,44438,7/22/2025,2025,7,28,Khobar,RAV4,LE,4,4,3,3,4,5,4,Worth it,Yes,No,0
8014,47303,10/6/2025,2025,10,35,Hail,Hilux,GL,5,5,4,4,3,5,5,Highly recommended,Yes,No,0
8015,36277,1/5/2025,2025,1,28,Khobar,Hilux,TRD,5,5,5,4,4,5,4,Excellent car!,Yes,No,0
8016,13823,4/1/2023,2023,4,37,Jazan,Yaris,Y,5,5,4,5,5,3,5,Great service,Yes,No,0
8017,18594,9/12/2023,2023,9,23,Makkah,Camry,XLE,4,3,3,2,4,4,3,Reliable car,Yes,No,0
8018,5081,6/15/2022,2022,6,19,Dammam,Land Cruiser,VXR,5,5,4,5,5,5,4,Excellent car!,Yes,No,0
8019,1184,2/12/2022,2022,2,1,Riyadh,Corolla,GLI,4,3,5,4,5,5,5,Satisfied,Yes,No,0
8020,21269,11/22/2023,2023,11,21,Makkah,Fortuner,VX,5,5,5,5,5,4,4,Great service,Yes,No,0
8021,280,1/20/2022,2022,1,15,Dammam,Camry,XLE,4,4,5,4,3,3,2,Worth it,Yes,No,0
8022,38916,3/28/2025,2025,3,19,Dammam,Camry,XLE,4,3,2,3,4,4,4,Good experience,Yes,No,0
8023,20315,10/13/2023,2023,10,31,Abha,Hilux,GL,5,5,3,4,4,3,5,Best purchase ever,Yes,No,0
8024,18189,9/15/2023,2023,9,18,Dammam,Fortuner,VX,5,4,4,5,5,4,5,Amazing quality,Yes,No,0
8025,17325,7/22/2023,2023,7,31,Abha,Hilux,GL,5,4,4,4,5,4,5,Amazing quality,Yes,No,0
8026,22135,12/25/2023,2023,12,14,Jeddah,Corolla,Hybrid,4,4,4,4,5,3,3,Satisfied,Yes,No,0
8027,39681,3/25/2025,2025,3,35,Hail,Hilux,GL,3,3,2,2,3,2,2,Needs improvement,Maybe,No,0
8028,35793,1/19/2025,2025,1,28,Khobar,RAV4,LE,5,4,5,5,4,4,5,Amazing quality,Yes,No,0
8029,45205,8/6/2025,2025,8,28,Khobar,Land Cruiser,VX,5,4,5,5,5,3,3,Great service,Yes,No,0
8030,32117,9/10/2024,2024,9,33,Tabuk,Fortuner,VX,3,2,2,3,2,3,1,Not the best,Maybe,No,0
8031,29550,7/19/2024,2024,7,20,Makkah,Corolla,SE,3,3,3,1,2,5,2,Fair experience,Maybe,No,0
8032,17453,8/22/2023,2023,8,12,Jeddah,RAV4,Adventure,5,5,4,5,5,5,4,Best purchase ever,Yes,No,0
8033,21434,12/11/2023,2023,12,20,Makkah,Camry,SE,4,3,4,3,3,4,4,Reliable car,Yes,No,0
8034,50358,12/23/2025,2025,12,33,Tabuk,Fortuner,GX,5,4,4,5,4,5,4,Best purchase ever,Yes,No,0
8035,2831,4/15/2022,2022,4,8,Riyadh,RAV4,LE,5,4,4,5,4,5,5,Great service,Yes,No,0
8036,5342,6/17/2022,2022,6,18,Dammam,Fortuner,GX,2,2,3,2,2,2,1,Disappointing,No,No,0
8037,2035,3/7/2022,2022,3,26,Madinah,Land Cruiser,VX,5,4,4,5,5,4,5,Highly recommended,Yes,No,0
8038,35853,1/14/2025,2025,1,10,Jeddah,RAV4,Adventure,5,5,5,5,5,5,3,Great service,Yes,No,0
8039,21909,12/22/2023,2023,12,1,Riyadh,Corolla,Hybrid,5,5,4,4,4,5,5,Highly recommended,Yes,No,0
8040,45287,8/8/2025,2025,8,7,Riyadh,Camry,Hybrid LE,2,2,2,3,2,1,2,Overpriced,No,No,0
8041,25970,4/24/2024,2024,4,30,Abha,Fortuner,GX,5,5,4,5,4,4,5,Highly recommended,Yes,No,0
8042,2327,3/19/2022,2022,3,16,Dammam,Land Cruiser,VXR,2,2,1,1,2,1,2,Not satisfied,No,No,0
8043,46990,9/14/2025,2025,9,6,Riyadh,Fortuner,GX,4,5,5,3,2,3,2,Good experience,Yes,No,0
8044,3694,4/21/2022,2022,4,39,Al Baha,Yaris,GL,4,3,5,4,4,3,4,Reliable car,Yes,No,0
8045,38431,3/17/2025,2025,3,30,Abha,Corolla,GLI,5,4,5,5,4,5,5,Great service,Yes,No,0
8046,49780,12/15/2025,2025,12,24,Madinah,Hilux,GL,4,4,3,4,5,4,5,Good experience,Yes,No,0
8047,1401,2/17/2022,2022,2,10,Jeddah,Camry,Hybrid XLE,4,3,2,4,5,3,5,Very good,Yes,No,0
8048,11626,2/7/2023,2023,2,33,Tabuk,RAV4,Hybrid,5,4,4,5,5,4,5,Best purchase ever,Yes,No,0
8049,49267,11/21/2025,2025,11,10,Jeddah,Fortuner,VX,5,5,5,4,4,5,5,Excellent car!,Yes,No,0
8050,13642,4/7/2023,2023,4,38,Najran,RAV4,Adventure,5,5,5,5,4,4,5,Amazing quality,Yes,No,0
8051,34022,11/23/2024,2024,11,16,Dammam,Land Cruiser,VXR,5,5,3,5,5,4,5,Best purchase ever,Yes,No,0
8052,3917,5/19/2022,2022,5,9,Jeddah,Camry,Hybrid LE,5,4,4,5,4,5,4,Highly recommended,Yes,No,0
8053,32474,10/25/2024,2024,10,31,Abha,Camry,Hybrid LE,5,3,5,4,3,4,5,Great service,Yes,No,0
8054,11451,2/18/2023,2023,2,36,Jazan,Camry,SE,3,2,2,2,2,2,3,Fair experience,Maybe,No,0
8055,10825,1/18/2023,2023,1,26,Madinah,Camry,Hybrid XLE,4,3,3,4,5,3,4,Satisfied,Yes,No,0
8056,49403,11/1/2025,2025,11,25,Madinah,RAV4,XLE,4,3,4,2,4,4,3,Worth it,Yes,No,0
8057,7539,9/22/2022,2022,9,11,Jeddah,Fortuner,GX,5,5,4,4,5,5,5,Great service,Yes,No,0
8058,35323,12/17/2024,2024,12,27,Khobar,Corolla,SE,5,4,5,5,5,5,4,Great service,Yes,No,0
8059,42486,5/11/2025,2025,5,7,Riyadh,Corolla,SE,5,2,5,4,5,4,5,Amazing quality,Yes,No,0
8060,2731,3/12/2022,2022,3,11,Jeddah,Corolla,SE,5,5,5,3,5,3,5,Best purchase ever,Yes,No,0
8061,40683,4/3/2025,2025,4,36,Jazan,Camry,Hybrid LE,5,3,3,4,5,5,5,Amazing quality,Yes,No,0
8062,12533,3/6/2023,2023,3,15,Dammam,Corolla,Hybrid,5,3,5,4,5,4,5,Amazing quality,Yes,No,0
8063,5412,7/4/2022,2022,7,18,Dammam,Camry,XLE,5,4,5,4,3,4,3,Great service,Yes,Yes,123786
8064,3641,4/6/2022,2022,4,30,Abha,Corolla,SE,5,5,4,5,5,4,4,Amazing quality,Yes,No,0
8065,42750,6/8/2025,2025,6,1,Riyadh,Camry,Hybrid LE,5,4,4,5,5,3,5,Amazing quality,Yes,No,0
8066,50156,12/22/2025,2025,12,16,Dammam,RAV4,Adventure,4,5,3,3,4,4,3,Very good,Yes,No,0
8067,10593,1/12/2023,2023,1,32,Tabuk,Land Cruiser,GX,4,3,3,4,2,4,2,Good experience,Yes,No,0
8068,71,1/1/2022,2022,1,17,Dammam,Camry,Hybrid XLE,4,3,2,3,3,4,4,Worth it,Yes,No,0
8069,4278,5/12/2022,2022,5,4,Riyadh,Camry,Hybrid LE,2,1,1,2,1,3,1,Poor service,No,No,0
8070,20161,10/24/2023,2023,10,7,Riyadh,Land Cruiser,VX,5,4,3,5,4,5,5,Excellent car!,Yes,No,0
8071,35861,1/23/2025,2025,1,30,Abha,RAV4,Adventure,5,4,5,4,5,3,5,Highly recommended,Yes,No,0
8072,38987,3/25/2025,2025,3,9,Jeddah,Fortuner,VX,5,5,4,5,4,4,3,Best purchase ever,Yes,No,0
8073,38860,3/20/2025,2025,3,23,Makkah,Camry,SE,4,4,3,3,3,3,3,Very good,Yes,No,0
8074,6312,8/9/2022,2022,8,28,Khobar,Land Cruiser,GR Sport,5,5,4,5,3,4,3,Amazing quality,Yes,No,0
8075,1681,3/6/2022,2022,3,23,Makkah,Fortuner,VX,5,5,4,4,4,4,4,Great service,Yes,No,0
8076,45639,9/2/2025,2025,9,37,Jazan,Camry,Hybrid XLE,1,1,1,1,1,1,1,Worst experience,No,No,0
8077,18107,8/18/2023,2023,8,14,Jeddah,Camry,XLE,5,5,4,5,4,5,5,Excellent car!,Yes,No,0
8078,8558,10/7/2022,2022,10,5,Riyadh,Corolla,Hybrid,5,5,3,4,4,3,3,Best purchase ever,Yes,No,0
8079,18292,9/24/2023,2023,9,26,Madinah,RAV4,LE,3,2,3,4,2,3,2,Not the best,Maybe,No,0
8080,13250,3/3/2023,2023,3,34,Hail,Camry,XLE,5,4,4,5,5,5,4,Excellent car!,Yes,No,0
8081,42375,5/12/2025,2025,5,35,Hail,RAV4,Hybrid,5,4,5,4,5,5,4,Highly recommended,Yes,No,0
8082,23843,2/10/2024,2024,2,21,Makkah,Camry,Hybrid LE,3,3,2,3,1,2,3,Okay,Maybe,No,0
8083,27958,5/16/2024,2024,5,18,Dammam,Land Cruiser,VX,5,4,4,5,5,5,4,Best purchase ever,Yes,No,0
8084,2182,3/23/2022,2022,3,36,Jazan,RAV4,Hybrid,3,2,3,3,3,2,4,Not the best,Maybe,No,0
8085,39695,3/7/2025,2025,3,27,Khobar,Hilux,TRD,5,4,5,3,3,5,4,Excellent car!,Yes,No,0
8086,30101,7/6/2024,2024,7,22,Makkah,RAV4,Adventure,5,4,4,5,5,4,4,Amazing quality,Yes,No,0
8087,11478,2/8/2023,2023,2,13,Jeddah,RAV4,XLE,5,4,4,5,4,5,4,Excellent car!,Yes,No,0
8088,8900,11/21/2022,2022,11,18,Dammam,Camry,Hybrid XLE,4,3,4,5,3,3,4,Reliable car,Yes,No,0
8089,4912,6/20/2022,2022,6,37,Jazan,RAV4,Hybrid,2,1,2,2,2,1,2,Not satisfied,No,No,0
8090,45132,8/2/2025,2025,8,2,Riyadh,RAV4,Adventure,4,3,3,4,2,3,3,Good experience,Yes,No,0
8091,40931,4/11/2025,2025,4,24,Madinah,Camry,Hybrid XLE,3,4,3,3,3,1,4,Fair experience,Maybe,No,0
8092,7230,9/15/2022,2022,9,8,Riyadh,Corolla,XLI,5,4,4,4,4,4,3,Amazing quality,Yes,No,0
8093,32621,10/28/2024,2024,10,35,Hail,Land Cruiser,VX,5,4,5,5,5,5,5,Best purchase ever,Yes,No,0
8094,30331,8/13/2024,2024,8,24,Madinah,Camry,SE,5,4,5,4,4,5,4,Excellent car!,Yes,No,0
8095,17519,8/13/2023,2023,8,36,Jazan,Yaris,Y,3,2,3,2,2,3,2,Fair experience,Maybe,No,0
8096,41479,5/19/2025,2025,5,4,Riyadh,Hilux,SR5,5,5,5,5,4,4,4,Amazing quality,Yes,No,0
8097,37474,2/11/2025,2025,2,15,Dammam,Camry,Hybrid LE,4,5,3,5,4,4,4,Good experience,Yes,No,0
8098,1166,2/6/2022,2022,2,19,Dammam,Fortuner,GX,4,3,3,3,4,2,3,Very good,Yes,No,0
8099,17582,8/20/2023,2023,8,10,Jeddah,Fortuner,TRD Sportivo,5,4,5,4,5,5,5,Great service,Yes,No,0
8100,14251,4/23/2023,2023,4,38,Najran,Yaris,GL,1,1,1,1,1,1,1,Regret buying,No,No,0
8101,20212,10/12/2023,2023,10,3,Riyadh,RAV4,LE,5,5,4,4,5,4,5,Amazing quality,Yes,No,0
8102,4158,5/25/2022,2022,5,8,Riyadh,Fortuner,GX,5,5,5,5,5,5,4,Great service,Yes,No,0
8103,19366,10/10/2023,2023,10,7,Riyadh,Camry,SE,5,5,4,3,4,3,5,Excellent car!,Yes,No,0
8104,50119,12/4/2025,2025,12,7,Riyadh,Corolla,SE,4,4,4,4,3,5,3,Worth it,Yes,No,0
8105,26451,4/17/2024,2024,4,37,Jazan,Hilux,GL,5,4,4,3,5,5,4,Amazing quality,Yes,No,0
8106,43631,7/8/2025,2025,7,19,Dammam,Camry,LE,5,4,5,3,5,4,3,Highly recommended,Yes,No,0
8107,14074,4/17/2023,2023,4,5,Riyadh,RAV4,XLE,5,5,4,5,5,5,5,Great service,Yes,No,0
8108,1953,3/24/2022,2022,3,27,Khobar,Land Cruiser,VX,5,4,4,5,4,5,5,Amazing quality,Yes,No,0
8109,16054,6/24/2023,2023,6,30,Abha,Camry,LE,5,5,5,4,4,4,4,Great service,Yes,No,0
8110,44192,7/27/2025,2025,7,2,Riyadh,Hilux,GL,5,5,5,4,5,3,5,Best purchase ever,Yes,No,0
8111,11595,2/17/2023,2023,2,23,Makkah,Land Cruiser,GR Sport,5,4,5,5,4,5,5,Amazing quality,Yes,No,0
8112,36093,1/14/2025,2025,1,18,Dammam,Hilux,TRD,5,5,5,5,3,5,5,Amazing quality,Yes,No,0
8113,19490,10/5/2023,2023,10,14,Jeddah,Camry,XLE,4,4,3,5,3,3,4,Good experience,Yes,No,0
8114,10281,12/16/2022,2022,12,14,Jeddah,Hilux,TRD,5,5,5,5,5,4,5,Highly recommended,Yes,No,0
8115,11772,2/11/2023,2023,2,36,Jazan,RAV4,XLE,5,5,5,4,3,3,4,Excellent car!,Yes,No,0
8116,44729,8/4/2025,2025,8,14,Jeddah,RAV4,XLE,4,3,3,3,5,3,4,Worth it,Yes,No,0
8117,22125,12/4/2023,2023,12,31,Abha,RAV4,Hybrid,5,5,4,4,3,5,5,Highly recommended,Yes,No,0
8118,22137,12/15/2023,2023,12,11,Jeddah,RAV4,Hybrid,4,4,5,4,3,3,5,Worth it,Yes,No,0
8119,7407,9/26/2022,2022,9,14,Jeddah,Hilux,TRD,3,1,1,2,3,1,4,Average,Maybe,No,0
8120,8511,10/25/2022,2022,10,14,Jeddah,Corolla,GLI,4,4,4,4,3,4,4,Reliable car,Yes,No,0
8121,40978,4/18/2025,2025,4,38,Najran,Camry,LE,5,5,5,4,4,3,5,Great service,Yes,No,0
8122,6632,8/10/2022,2022,8,34,Hail,Camry,LE,5,4,5,5,4,3,5,Highly recommended,Yes,No,0
8123,48620,11/6/2025,2025,11,7,Riyadh,Hilux,GL,1,1,1,1,1,1,2,Terrible,No,No,0
8124,6391,8/25/2022,2022,8,13,Jeddah,Hilux,SR5,5,5,4,4,4,5,3,Amazing quality,Yes,No,0
8125,6651,8/1/2022,2022,8,14,Jeddah,Camry,Hybrid XLE,5,2,5,4,4,5,4,Great service,Yes,No,0
8126,22905,1/27/2024,2024,1,1,Riyadh,Fortuner,GX,5,4,4,4,4,4,5,Excellent car!,Yes,No,0
8127,22478,1/8/2024,2024,1,8,Riyadh,RAV4,LE,3,2,3,3,3,4,3,Average,Maybe,No,0
8128,49420,11/23/2025,2025,11,34,Hail,Fortuner,GX,3,1,3,2,1,2,3,Fair experience,Maybe,No,0
8129,41574,5/6/2025,2025,5,3,Riyadh,RAV4,XLE,3,3,3,2,2,1,2,Fair experience,Maybe,No,0
8130,29578,7/5/2024,2024,7,18,Dammam,Hilux,SR5,5,5,4,5,2,3,4,Excellent car!,Yes,No,0
8131,29001,6/26/2024,2024,6,23,Makkah,Camry,Hybrid LE,5,5,5,5,5,3,3,Best purchase ever,Yes,No,0
8132,11853,2/5/2023,2023,2,14,Jeddah,Fortuner,GX,5,3,5,5,5,4,4,Best purchase ever,Yes,No,0
8133,14183,4/28/2023,2023,4,15,Dammam,Camry,Hybrid LE,5,5,4,4,3,4,4,Best purchase ever,Yes,No,0
8134,37094,2/28/2025,2025,2,1,Riyadh,Land Cruiser,GR Sport,4,3,3,5,3,3,3,Very good,Yes,No,0
8135,11045,1/28/2023,2023,1,15,Dammam,Corolla,SE,5,5,5,5,5,4,5,Amazing quality,Yes,No,0
8136,21155,11/24/2023,2023,11,37,Jazan,Corolla,SE,5,5,5,5,5,4,5,Best purchase ever,Yes,No,0
8137,13915,4/23/2023,2023,4,24,Madinah,Corolla,SE,5,3,5,5,5,5,4,Great service,Yes,No,0
8138,23987,2/20/2024,2024,2,37,Jazan,Camry,SE,5,4,4,5,4,4,5,Excellent car!,Yes,No,0
8139,16267,6/21/2023,2023,6,5,Riyadh,Camry,Hybrid XLE,5,5,4,5,5,4,4,Excellent car!,Yes,No,0
8140,45906,9/2/2025,2025,9,25,Madinah,RAV4,Hybrid,5,5,4,4,4,4,4,Great service,Yes,No,0
8141,16917,7/14/2023,2023,7,39,Al Baha,Land Cruiser,GR Sport,4,5,4,4,3,3,5,Good experience,Yes,No,0
8142,42609,6/7/2025,2025,6,34,Hail,RAV4,Adventure,5,5,4,5,4,5,4,Amazing quality,Yes,No,0
8143,28418,6/26/2024,2024,6,24,Madinah,Land Cruiser,VX,5,5,5,5,4,4,4,Best purchase ever,Yes,No,0
8144,1633,2/12/2022,2022,2,10,Jeddah,Land Cruiser,GR Sport,5,5,5,4,4,5,5,Highly recommended,Yes,No,0
8145,17467,8/14/2023,2023,8,21,Makkah,Fortuner,GX,5,4,4,5,4,5,4,Excellent car!,Yes,No,0
8146,29665,7/16/2024,2024,7,38,Najran,Land Cruiser,GX,5,5,4,4,4,5,4,Amazing quality,Yes,No,0
8147,7681,9/25/2022,2022,9,13,Jeddah,Camry,SE,4,3,4,3,5,4,3,Worth it,Yes,No,0
8148,49268,11/23/2025,2025,11,22,Makkah,Land Cruiser,VX,5,5,4,4,4,5,5,Best purchase ever,Yes,No,0
8149,27094,4/5/2024,2024,4,12,Jeddah,Land Cruiser,VXR,5,5,4,4,5,4,4,Highly recommended,Yes,No,0
8150,38588,3/15/2025,2025,3,22,Makkah,RAV4,Hybrid,4,4,3,5,4,4,3,Good experience,Yes,No,0
8151,45270,8/9/2025,2025,8,35,Hail,Land Cruiser,VXR,4,2,3,3,4,3,4,Satisfied,Yes,No,0
8152,8054,10/5/2022,2022,10,3,Riyadh,Corolla,Hybrid,5,4,4,5,4,5,3,Amazing quality,Yes,No,0
8153,10815,1/27/2023,2023,1,12,Jeddah,Corolla,SE,5,4,5,4,4,5,4,Best purchase ever,Yes,No,0
8154,26538,4/7/2024,2024,4,4,Riyadh,Camry,Hybrid LE,5,5,5,4,3,5,3,Highly recommended,Yes,No,0
8155,20443,11/12/2023,2023,11,33,Tabuk,Yaris,Y+,5,5,4,4,3,4,4,Great service,Yes,No,0
8156,10046,12/17/2022,2022,12,27,Khobar,RAV4,Adventure,4,3,4,3,2,5,5,Good experience,Yes,No,0
8157,3106,4/16/2022,2022,4,32,Tabuk,Land Cruiser,GR Sport,2,1,1,1,1,1,2,Poor service,No,No,0
8158,8921,11/27/2022,2022,11,34,Hail,Corolla,GLI,4,2,3,3,5,3,3,Reliable car,Yes,No,0
8159,43313,6/4/2025,2025,6,15,Dammam,Corolla,XLI,4,2,4,5,5,3,5,Good experience,Yes,No,0
8160,32029,9/27/2024,2024,9,16,Dammam,Camry,XLE,3,2,2,3,4,2,3,Okay,Maybe,No,0
8161,29906,7/9/2024,2024,7,33,Tabuk,Fortuner,VX,5,4,3,4,5,4,4,Great service,Yes,No,0
8162,45968,9/17/2025,2025,9,9,Jeddah,RAV4,Hybrid,5,4,4,4,4,4,4,Excellent car!,Yes,No,0
8163,47082,10/2/2025,2025,10,1,Riyadh,Hilux,TRD,5,5,4,5,5,5,5,Great service,Yes,No,0
8164,49862,12/2/2025,2025,12,12,Jeddah,RAV4,LE,4,4,2,4,3,3,4,Reliable car,Yes,No,0
8165,49357,11/5/2025,2025,11,24,Madinah,Camry,Hybrid XLE,3,2,3,3,3,2,3,Average,Maybe,No,0
8166,40256,4/1/2025,2025,4,32,Tabuk,Corolla,Hybrid,5,3,5,4,5,5,5,Great service,Yes,No,0
8167,7787,10/7/2022,2022,10,10,Jeddah,Camry,Hybrid LE,4,3,2,4,4,4,4,Good experience,Yes,No,0
8168,2332,3/26/2022,2022,3,16,Dammam,Camry,XLE,5,3,5,4,5,5,4,Highly recommended,Yes,No,0
8169,17724,8/18/2023,2023,8,16,Dammam,RAV4,LE,3,2,2,1,1,3,3,Fair experience,Maybe,No,0
8170,11462,2/6/2023,2023,2,31,Abha,Camry,Hybrid XLE,2,2,2,2,1,1,3,Poor service,No,No,0
8171,47201,10/14/2025,2025,10,18,Dammam,RAV4,LE,5,4,5,5,5,4,4,Excellent car!,Yes,No,0
8172,580,1/21/2022,2022,1,39,Al Baha,Camry,XLE,5,3,5,4,4,4,3,Amazing quality,Yes,No,0
8173,25797,3/7/2024,2024,3,27,Khobar,Land Cruiser,GX,4,2,2,4,3,5,4,Reliable car,Yes,No,0
8174,37831,2/22/2025,2025,2,14,Jeddah,Land Cruiser,VXR,5,4,5,4,4,3,5,Excellent car!,Yes,No,0
8175,22824,1/25/2024,2024,1,3,Riyadh,Hilux,TRD,3,3,2,2,3,1,1,Fair experience,Maybe,No,0
8176,8443,10/23/2022,2022,10,35,Hail,Fortuner,GX,5,4,5,4,4,3,4,Best purchase ever,Yes,No,0
8177,31815,9/13/2024,2024,9,15,Dammam,Camry,Hybrid LE,3,1,2,2,4,2,2,Needs improvement,Maybe,No,0
8178,9255,11/11/2022,2022,11,28,Khobar,RAV4,XLE,4,4,3,4,4,4,4,Good experience,Yes,No,0
8179,43441,6/9/2025,2025,6,20,Makkah,RAV4,Adventure,4,4,3,3,3,3,3,Reliable car,Yes,No,0
8180,33563,10/18/2024,2024,10,5,Riyadh,Hilux,TRD,3,1,1,3,2,2,4,Average,Maybe,No,0
8181,18046,8/27/2023,2023,8,30,Abha,Hilux,TRD,4,4,3,4,3,4,4,Satisfied,Yes,No,0
8182,13582,4/3/2023,2023,4,13,Jeddah,RAV4,LE,5,5,4,5,5,5,4,Best purchase ever,Yes,No,0
8183,32624,10/17/2024,2024,10,11,Jeddah,Corolla,SE,5,5,4,5,3,3,5,Excellent car!,Yes,No,0
8184,36885,1/7/2025,2025,1,29,Khobar,Camry,XLE,5,5,5,5,5,5,4,Great service,Yes,No,0
8185,8089,10/4/2022,2022,10,36,Jazan,RAV4,XLE,5,4,5,5,5,4,5,Excellent car!,Yes,No,0
8186,29122,6/25/2024,2024,6,26,Madinah,Camry,Hybrid LE,5,5,5,4,4,5,4,Best purchase ever,Yes,No,0
8187,9445,11/13/2022,2022,11,38,Najran,Camry,SE,4,3,4,4,3,4,4,Worth it,Yes,No,0
8188,7687,9/17/2022,2022,9,8,Riyadh,RAV4,Hybrid,4,4,3,3,3,3,4,Reliable car,Yes,No,0
8189,44112,7/20/2025,2025,7,5,Riyadh,Camry,Hybrid LE,1,1,1,1,1,1,1,Regret buying,No,No,0
8190,32305,9/25/2024,2024,9,6,Riyadh,Camry,XLE,3,1,2,4,3,3,3,Fair experience,Maybe,No,0
8191,5995,7/7/2022,2022,7,30,Abha,Corolla,Hybrid,4,2,4,2,3,3,4,Very good,Yes,No,0
8192,32754,10/19/2024,2024,10,27,Khobar,Fortuner,VX,4,4,3,3,4,3,5,Good experience,Yes,No,0
8193,26683,4/9/2024,2024,4,23,Makkah,Fortuner,GX,5,5,5,5,5,4,4,Excellent car!,Yes,No,0
8194,45572,8/10/2025,2025,8,18,Dammam,Land Cruiser,VX,5,4,5,5,5,5,4,Highly recommended,Yes,No,0
8195,17952,8/4/2023,2023,8,8,Riyadh,Camry,LE,3,2,3,2,3,2,4,Okay,Maybe,No,0
8196,47527,10/6/2025,2025,10,12,Jeddah,Hilux,GL,5,4,5,5,3,5,4,Best purchase ever,Yes,No,0
8197,23246,1/10/2024,2024,1,28,Khobar,Land Cruiser,GX,3,2,1,3,3,2,2,Average,Maybe,No,0
